Year,Adult_Mortality,infant_deaths,Alcohol,percentage_expenditure,Hepatitis_B,Measles,BMI,under_five_deaths,Polio,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,thinness_1_19_years,thinness_5_9_years,Income_composition_of_resources,Schooling,Life_expectancy,Year_Anomaly_ZScore,Adult_Mortality_Anomaly_ZScore,infant_deaths_Anomaly_ZScore,Alcohol_Anomaly_ZScore,percentage_expenditure_Anomaly_ZScore,Hepatitis_B_Anomaly_ZScore,Measles_Anomaly_ZScore,BMI_Anomaly_ZScore,under_five_deaths_Anomaly_ZScore,Polio_Anomaly_ZScore,Total_expenditure_Anomaly_ZScore,Diphtheria_Anomaly_ZScore,HIV_AIDS_Anomaly_ZScore,GDP_Anomaly_ZScore,Population_Anomaly_ZScore,thinness_1_19_years_Anomaly_ZScore,thinness_5_9_years_Anomaly_ZScore,Income_composition_of_resources_Anomaly_ZScore,Schooling_Anomaly_ZScore,Life_expectancy_Anomaly_ZScore,Year_Anomaly_IQR,Adult_Mortality_Anomaly_IQR,infant_deaths_Anomaly_IQR,Alcohol_Anomaly_IQR,percentage_expenditure_Anomaly_IQR,Hepatitis_B_Anomaly_IQR,Measles_Anomaly_IQR,BMI_Anomaly_IQR,under_five_deaths_Anomaly_IQR,Polio_Anomaly_IQR,Total_expenditure_Anomaly_IQR,Diphtheria_Anomaly_IQR,HIV_AIDS_Anomaly_IQR,GDP_Anomaly_IQR,Population_Anomaly_IQR,thinness_1_19_years_Anomaly_IQR,thinness_5_9_years_Anomaly_IQR,Income_composition_of_resources_Anomaly_IQR,Schooling_Anomaly_IQR,Life_expectancy_Anomaly_IQR
2015,176,0,null,0E-17,89,0,58.3000000000000000,0,89,null,89,0.4000000000000000,8818.9825660000006000,55328.0000000000,3.5000000000000000,3.5000000000000000,0.72299999999999998,12.7000000000000000,71.599999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,63,0,10.440000000000000000,11892.33429000000100000,92,1015,54.1000000000000000,0,94,1.2100000000000000,94,0.1000000000000000,63223.4677799999990000,7551117.0000000000,0.5000000000000000,0.4000000000000000,0.91100000000000003,15.3000000000000000,81.700000000000000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2000,78,0,11.260000000000000000,5834.58204600000040000,92,0,5.8000000000000000,0,95,9.9100000000000000,93,0.1000000000000000,37813.2342599999970000,718425.0000000000,0.7000000000000000,0.5000000000000000,0.87900000000000000,15.1000000000000000,79.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,183,10,0.380000000000000000,2.62623490299999980,88,3,34.1000000000000000,12,76,5.7000000000000000,83,0.3000000000000000,44.2872665000000010,7557.0000000000,3.8000000000000000,3.9000000000000000,0.57899999999999996,10.7000000000000000,65.900000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,186,2,0.040000000000000000,28.12560496000000000,92,90,13.9000000000000000,3,62,0.6500000000000000,63,0.1000000000000000,441.5322600000000100,148621.0000000000,11.9000000000000000,11.9000000000000000,0.51100000000000001,11.0000000000000000,64.900000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,191,0,5.530000000000000000,78.72216127000000100,76,0,36.0000000000000000,1,91,5.1300000000000000,91,0.5000000000000000,884.5186660000000500,128452.0000000000,6.4000000000000000,6.9000000000000000,0.72899999999999998,12.0000000000000000,69.300000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,13,3,1.300000000000000000,585.87767610000003000,97,48,58.3000000000000000,3,97,7.1800000000000000,97,0.1000000000000000,4137.5542100000002000,1886668.0000000000,6.4000000000000000,6.3000000000000000,0.71699999999999997,14.6000000000000000,74.900000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,121,25,1.390000000000000000,22.67271848000000000,92,0,6.2000000000000000,29,96,6.7000000000000000,96,0.1000000000000000,185.6897500000000000,74432.0000000000,5.0000000000000000,4.8000000000000000,0.70499999999999996,12.5000000000000000,73.500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,378,82,9.630000000000000800,87.04534954000000400,79,1601,15.9000000000000000,124,78,8.4300000000000000,79,8.1000000000000000,647.1773200000000100,32771895.0000000000,6.1000000000000000,6.1000000000000000,0.46400000000000002,10.8000000000000000,57.500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
2015,69,3,10.660000000000000000,0E-17,92,91,66.5999999999999940,4,96,null,96,0.1000000000000000,null,null,0.8000000000000000,0.6000000000000000,null,null,81.200000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,11,27,8.740000000000000000,0E-17,93,43,65.0999999999999940,32,93,15.5700000000000000,96,0.1000000000000000,null,null,0.7000000000000000,0.6000000000000000,null,null,78.099999999999994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,116,0,null,0E-17,95,0,64.0000000000000000,0,95,null,95,0.1000000000000000,15524.8424700000000000,3431552.0000000000,1.5000000000000000,1.4000000000000000,0.79400000000000004,15.5000000000000000,77.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,117,0,5.820000000000000000,482.80394450000000000,94,0,62.9000000000000000,0,94,8.6800000000000000,94,0.1000000000000000,16881.2567999999990000,3485.0000000000,1.5000000000000000,1.4000000000000000,0.78800000000000003,15.5000000000000000,76.800000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,184,15,null,0E-17,99,22,44.7000000000000000,17,99,null,99,0.1000000000000000,2137.5768520000001000,312989.0000000000,3.0000000000000000,3.1000000000000000,0.69699999999999995,12.1000000000000000,69.400000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,183,25,1.540000000000000000,28.52135777000000200,99,85,36.4000000000000000,30,99,5.1700000000000000,98,0.3000000000000000,396.1299690000000200,2556765.0000000000,3.3000000000000000,3.3000000000000000,0.60699999999999998,11.3000000000000000,67.200000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,133,29,3.930000000000000000,0E-17,88,2809,14.0000000000000000,35,94,6.3600000000000000,93,0.1000000000000000,null,null,14.5000000000000000,15.4000000000000000,0.64700000000000002,11.9000000000000000,75.200000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,134,29,3.860000000000000000,0E-17,94,6582,13.4000000000000000,35,97,6.4000000000000000,96,0.1000000000000000,null,null,14.6000000000000000,15.5000000000000000,0.64100000000000001,11.7000000000000000,75.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2003,249,43,0.040000000000000000,0E-17,38,8536,32.7000000000000030,58,61,5.0000000000000000,61,0.1000000000000000,null,null,14.0000000000000000,13.9000000000000000,0.45700000000000002,8.1999999999999993,61.900000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,614,44,2.620000000000000000,45.61688037999999800,92,30930,16.8000000000000000,72,85,7.1600000000000000,85,18.7000000000000000,341.9556250000000000,1531221.0000000000,7.5000000000000000,7.5000000000000000,0.41799999999999998,9.6000000000000000,43.800000000000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2007,67,29,3.880000000000000000,29.81456607000000100,72,242,28.2000000000000000,46,73,4.4700000000000000,73,23.7000000000000000,396.9982165999999800,1332999.0000000000,8.1999999999999993,8.1999999999999993,0.41399999999999998,9.6000000000000000,46.600000000000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,715,26,4.059999999999999600,0E-17,7,998,26.7000000000000000,41,7,6.5200000000000000,68,36.7000000000000030,453.3511551999999900,12633897.0000000000,9.8000000000000007,9.9000000000000000,0.41799999999999998,9.5000000000000000,44.500000000000000,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2013,281,10,0.010000000000000000,25.70881694999999900,73,12,47.2000000000000000,13,8,4.7800000000000000,79,0.8000000000000000,229.9536400000000100,7592865.0000000000,1.3000000000000000,1.3000000000000000,0.50600000000000001,10.0000000000000000,62.400000000000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,37,11,0.840000000000000000,12.05551997000000100,63,1222,41.1000000000000000,15,61,6.4200000000000000,72,1.5000000000000000,77.5773485999999930,631479.0000000000,1.4000000000000000,1.4000000000000000,0.44600000000000001,7.9000000000000000,64.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,161,3,5.610000000000000000,26.18072382000000100,92,0,43.5000000000000000,4,98,6.4300000000000000,98,0.2000000000000000,189.7153900000000100,5882796.0000000000,2.2000000000000002,2.2000000000000002,0.64800000000000002,12.1000000000000000,72.300000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,168,4,5.660000000000000000,152.82939730000001000,92,0,4.5999999999999996,4,87,6.7700000000000000,87,0.1000000000000000,1148.2298820000001000,558611.0000000000,2.4000000000000000,2.2999999999999998,0.63200000000000001,12.2000000000000000,71.500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,14,10,4.690000000000000400,570.45324679999999000,93,0,51.5000000000000000,13,92,5.3600000000000000,93,0.3000000000000000,4166.9338699999998000,29157.0000000000,1.2000000000000000,1.2000000000000000,0.70599999999999996,13.3000000000000000,73.800000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,223,65,4.220000000000000000,105.73069820000001000,49,118,2.1000000000000000,84,9,3.9100000000000000,89,0.1000000000000000,1194.6971550000001000,86274237.0000000000,1.0000000000000000,9.6999999999999993,0.64200000000000002,11.6000000000000000,67.000000000000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2009,136,2,10.700000000000000000,1299.15975699999990000,98,115,57.8000000000000000,3,96,7.1200000000000000,99,0.1000000000000000,11527.5932300000000000,3815163.0000000000,2.1000000000000000,2.2999999999999998,0.81799999999999995,15.1000000000000000,75.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,142,3,9.060000000000000000,542.02350000000001000,97,48,54.5000000000000000,3,98,6.2200000000000000,99,0.1000000000000000,5693.5241599999999000,382457.0000000000,2.4000000000000000,2.6000000000000000,0.79600000000000004,15.3000000000000000,74.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,96,0,13.110000000000000000,2884.02019400000020000,97,0,54.9000000000000000,0,97,9.6700000000000000,97,0.1000000000000000,19821.4446300000020000,1522288.0000000000,0.7000000000000000,0.5000000000000000,0.79300000000000004,15.4000000000000000,78.500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2001,17,3,11.450000000000000000,0E-17,89,23060,25.2000000000000000,4,99,4.7600000000000000,97,0.1000000000000000,null,null,1.6000000000000000,1.1000000000000001,null,null,76.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,162,1,9.990000000000000000,0E-17,92,2,52.7000000000000000,1,92,1.3200000000000000,9,0.1000000000000000,null,null,2.7000000000000000,2.8000000000000000,null,null,71.800000000000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005,327,18,11.570000000000000000,625.50818049999998000,97,454,55.3000000000000000,20,98,5.2100000000000000,98,0.3000000000000000,5323.4738770000004000,143518523.0000000000,2.4000000000000000,2.7000000000000000,0.74800000000000000,13.7000000000000000,65.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013,233,12,0.010000000000000000,11.71090655000000100,98,17,2.1000000000000000,17,98,7.6900000000000000,98,0.5000000000000000,688.8768556999999600,1165151.0000000000,5.9000000000000000,5.9000000000000000,0.48499999999999999,10.8000000000000000,65.200000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,183,0,11.690000000000000000,0E-17,92,0,36.7999999999999970,0,7,5.5300000000000000,7,0.4000000000000000,null,null,4.5000000000000000,4.5000000000000000,0E-17,12.8000000000000000,71.599999999999994,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2008,167,0,6.920000000000000000,0E-17,99,0,47.5000000000000000,0,99,4.7000000000000000,99,0.3000000000000000,null,null,3.6000000000000000,3.6000000000000000,0.70399999999999996,13.3000000000000000,72.099999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,186,0,4.940000000000000400,0E-17,92,0,42.0000000000000000,0,99,3.9300000000000000,99,0.4000000000000000,null,null,3.9000000000000000,3.8000000000000000,0.67700000000000005,12.9000000000000000,79.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,128,0,0.010000000000000000,660.27779229999999000,56,0,74.3000000000000000,0,58,7.2200000000000000,63,0.1000000000000000,4178.9733690000003000,19229.0000000000,0.2000000000000000,0.1000000000000000,0.70099999999999996,12.9000000000000000,73.800000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,225,0,6.540000000000000000,86.42744055999999400,43,0,22.2000000000000000,0,94,11.1200000000000000,94,1.6000000000000000,649.3421530000000500,148372.0000000000,7.4000000000000000,7.4000000000000000,0.50400000000000000,9.6999999999999993,63.400000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2006,1,9,0.080000000000000000,1395.45496499999990000,96,807,6.9000000000000000,10,96,3.5500000000000000,96,0.1000000000000000,15334.6699400000000000,null,7.2000000000000000,7.3000000000000000,0.76700000000000002,12.5000000000000000,73.200000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2003,13,9,0.050000000000000000,832.36887079999997000,95,1208,58.5000000000000000,11,95,4.2000000000000000,95,0.1000000000000000,9567.4582850000006000,null,7.2000000000000000,7.3000000000000000,0.74700000000000000,12.2000000000000000,73.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,186,0,11.150000000000000000,562.36018479999996000,99,0,28.1000000000000000,0,99,4.2100000000000000,99,0.1000000000000000,8331.2619969999996000,83723.0000000000,6.1000000000000000,6.6000000000000000,0.71199999999999997,12.1000000000000000,72.099999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,64,0,1.700000000000000000,3404.13099000000010000,97,18,31.2000000000000000,0,97,3.9100000000000000,97,0.1000000000000000,39721.4818000000010000,null,2.1000000000000000,2.1000000000000000,0.88000000000000000,14.2000000000000000,81.400000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,65,0,1.600000000000000000,3082.97353500000010000,96,15,3.9000000000000000,0,97,3.4600000000000000,97,0.1000000000000000,39223.5818700000020000,null,2.1000000000000000,2.0000000000000000,0.87300000000000000,14.1000000000000000,81.099999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,71,0,1.450000000000000000,204.24818920000001000,94,96,29.9000000000000000,0,95,3.1700000000000000,95,0.1000000000000000,2745.2713600000002000,null,2.1000000000000000,2.0000000000000000,0.82000000000000000,12.7000000000000000,79.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,136,0,11.370000000000000000,0E-17,99,0,54.8000000000000000,0,99,8.1999999999999993,99,0.1000000000000000,null,null,1.3000000000000000,1.4000000000000000,0.81299999999999994,14.8000000000000000,74.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,138,0,10.280000000000000000,0E-17,99,0,53.7000000000000000,0,99,7.3500000000000000,99,0.1000000000000000,null,null,1.4000000000000000,1.5000000000000000,0.79300000000000004,14.3000000000000000,74.300000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,192,0,1.210000000000000000,244.39764380000000000,92,0,45.5000000000000000,0,98,7.9200000000000000,92,0.1000000000000000,1158.2826720000000000,51679.0000000000,1.2000000000000000,1.2000000000000000,0.49399999999999999,9.3000000000000007,68.099999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2,0,0.990000000000000000,240.48512020000001000,99,0,43.0000000000000000,0,99,6.6600000000000000,99,0.1000000000000000,948.6592511000000100,481422.0000000000,1.3000000000000000,1.3000000000000000,0.47000000000000000,8.4000000000000000,67.599999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,344,48,0.010000000000000000,0E-17,92,8257,19.0000000000000000,78,4,null,4,0.9000000000000000,null,null,7.7000000000000000,7.5000000000000000,null,null,51.100000000000000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2004,497,55,6.960000000000000000,622.04380900000001000,76,830,42.9000000000000000,83,73,7.9300000000000000,74,29.7000000000000000,4863.5168800000001000,4717.9900000000,12.6000000000000000,15.0000000000000000,0.61099999999999999,12.9000000000000000,53.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2006,145,4,1.960000000000000000,120.24717130000001000,98,0,17.2000000000000000,5,98,4.5999999999999996,98,0.1000000000000000,1448.7610999999999000,1952.0000000000,15.4000000000000000,15.5000000000000000,0.71799999999999997,13.1000000000000000,73.800000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014,229,59,0.010000000000000000,253.60865079999999000,94,676,null,86,94,8.4300000000000000,94,0.3000000000000000,2176.8982900000001000,37737913.0000000000,null,null,0.48499999999999999,7.2000000000000000,63.800000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2004,278,68,1.590000000000000000,37.04479956000000100,92,9562,null,102,74,3.3900000000000000,74,0.2000000000000000,565.5694590000000500,3186341.0000000000,null,null,0.41499999999999998,5.7000000000000000,59.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,178,0,5.730000000000000000,1168.32409499999990000,84,0,56.3000000000000000,0,84,6.9000000000000000,84,0.9000000000000000,9272.4134529999992000,53777.0000000000,3.5000000000000000,3.4000000000000000,0.70799999999999996,12.7000000000000000,71.300000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,587,3,5.520000000000000000,131.04212690000000000,88,37,26.7000000000000000,4,87,5.1600000000000000,85,49.9000000000000000,1324.9962280000000000,1893.0000000000,8.6000000000000000,8.8000000000000007,0.50200000000000000,9.1999999999999993,46.400000000000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2001,73,0,6.600000000000000000,3554.54643399999990000,92,5,53.4000000000000000,0,99,8.8600000000000000,99,0.1000000000000000,26969.2445699999990000,889596.0000000000,1.3000000000000000,1.3000000000000000,0.87700000000000000,15.9000000000000000,79.800000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,6,0,10.150000000000000000,14714.82588000000000000,92,958,55.0000000000000000,0,96,11.0000000000000000,95,0.1000000000000000,69672.4710000000050000,7743831.0000000000,0.5000000000000000,0.4000000000000000,0.91600000000000004,15.3000000000000000,82.100000000000000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,293,6,null,0E-17,41,45,57.1000000000000000,8,5,null,41,0.1000000000000000,null,18734987.0000000000,6.3000000000000000,6.1000000000000000,0.55300000000000005,9.0000000000000000,64.500000000000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2005,127,9,0.920000000000000000,116.25859430000000000,83,375,47.6000000000000000,10,83,4.1100000000000003,8,0.1000000000000000,1577.4571820000001000,18294611.0000000000,6.5000000000000000,6.3000000000000000,0.62400000000000000,11.0000000000000000,73.500000000000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2011,155,10,6.070000000000000000,748.44510539999999000,98,3156,29.0000000000000000,11,99,4.1200000000000000,99,0.2000000000000000,5491.1599809999998000,675313.0000000000,8.1000000000000000,8.1999999999999993,0.72000000000000000,13.3000000000000000,74.099999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,16,11,5.880000000000000000,547.21014109999999000,98,6071,26.8000000000000000,12,99,4.1100000000000003,99,0.3000000000000000,4212.5492000000004000,66881867.0000000000,8.3000000000000007,8.5000000000000000,0.70599999999999996,13.0000000000000000,73.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,162,11,5.920000000000000000,609.95116320000000000,98,7790,25.7000000000000000,13,99,3.9200000000000000,99,0.3000000000000000,4378.6874600000001000,6654576.0000000000,8.5000000000000000,8.6000000000000000,0.70000000000000000,12.9000000000000000,73.500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,168,13,6.180000000000000000,433.92109180000000000,96,3588,23.6000000000000000,15,98,3.4900000000000000,98,0.5000000000000000,3368.9525760000001000,65824164.0000000000,8.6999999999999993,8.9000000000000000,0.68600000000000005,12.4000000000000000,73.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,229,3,0.380000000000000000,8.41578893500000010,92,41,13.2000000000000000,3,57,1.3100000000000000,57,0.1000000000000000,467.5438297000000000,996698.0000000000,12.0000000000000000,12.0000000000000000,0.48399999999999999,10.1999999999999990,62.300000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,276,3,0.500000000000000000,49.06967155000000200,92,0,11.9000000000000000,4,93,3.2600000000000000,93,0.1000000000000000,422.2863300000000200,87167.0000000000,12.2000000000000000,12.2000000000000000,0E-17,0E-16,58.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
