Year,Adult_Mortality,infant_deaths,Alcohol,percentage_expenditure,Hepatitis_B,Measles,BMI,under_five_deaths,Polio,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,thinness_1_19_years,thinness_5_9_years,Income_composition_of_resources,Schooling,Life_expectancy,
2012,184,0,0.01,247.95,99.00,0.00,48.10,0.00,99.00,5.48,99.00,0.10,1858.69,551531.00,1.20,1.20,0.51,9.40,68.70,
2011,186,0,0.99,229.67,99.00,0.00,47.20,0.00,99.00,5.80,99.00,0.10,1642.84,539614.00,1.20,1.20,0.50,9.40,68.50,
2010,188,0,1.1,29.52,9.00,0.00,46.40,0.00,94.00,7.47,9.00,0.10,1272.45,52779.00,1.20,1.20,0.49,9.30,68.30,
2009,192,0,1.21,244.40,92.00,0.00,45.50,0.00,98.00,7.92,92.00,0.10,1158.28,51679.00,1.20,1.20,0.49,9.30,68.10,
2008,193,0,1.09,19.75,89.00,0.00,44.70,0.00,94.00,5.97,89.00,0.10,125.79,54477.00,1.20,1.20,0.49,9.20,68.00,
2007,2,0,0.85,28.90,9.00,0.00,43.80,0.00,93.00,6.42,9.00,0.10,146.93,49294.00,1.20,1.20,0.48,9.00,67.60,
2006,2,0,0.99,240.49,99.00,0.00,43.00,0.00,99.00,6.66,99.00,0.10,948.66,481422.00,1.30,1.30,0.47,8.40,67.60,
2005,24,0,0.9,25.31,83.00,0.00,42.10,0.00,9.00,7.83,89.00,0.10,88.87,469885.00,1.30,1.30,0.47,8.30,67.40,
2004,29,0,1.18,195.53,81.00,0.00,41.30,0.00,89.00,5.64,9.00,0.10,818.44,458324.00,1.30,1.30,0.46,8.10,67.10,
2003,215,0,1.18,16.83,79.00,0.00,4.40,0.00,84.00,6.00,84.00,0.10,744.77,446769.00,1.30,1.30,0.45,8.00,66.80,
2002,22,0,1.08,156.28,75.00,0.00,39.60,0.00,78.00,6.90,78.00,0.10,784.96,435262.00,1.40,1.40,0.45,7.30,66.50,
2001,227,0,0.7,325.11,83.00,0.00,38.70,0.00,88.00,6.44,84.00,0.10,944.82,423853.00,1.40,1.40,0.44,6.60,66.20,
2000,235,0,0.71,4.25,81.00,0.00,37.90,0.00,88.00,4.56,86.00,0.10,154.52,41269.00,1.40,1.40,0.46,7.20,65.80,
2015,312,50,null,0.00,42.00,7497.00,24.30,80.00,47.00,null,42.00,0.70,426.99,null,6.60,6.40,null,null,55.00,
2014,321,51,0.01,0.00,42.00,10229.00,23.80,80.00,47.00,null,42.00,0.80,417.89,null,6.70,6.50,null,null,54.30,
2013,318,51,0.01,0.00,42.00,3173.00,23.30,81.00,47.00,null,42.00,0.80,47.54,null,6.80,6.60,null,null,54.20,
2012,336,51,0.01,0.00,null,9983.00,22.90,82.00,47.00,null,42.00,0.80,null,null,6.80,6.70,null,null,53.10,
2011,329,51,0.01,0.00,null,17298.00,22.40,82.00,49.00,null,41.00,0.80,null,null,6.90,6.70,null,null,53.10,
2010,336,52,0.01,0.00,null,115.00,22.00,83.00,49.00,null,45.00,0.80,null,null,7.00,6.80,null,null,52.40,
2009,335,52,0.01,0.00,null,13.00,21.50,84.00,41.00,null,42.00,0.80,null,null,7.10,6.90,null,null,52.20,
2008,336,52,0.01,0.00,null,1081.00,21.10,84.00,4.00,null,31.00,0.90,null,null,7.20,7.00,null,null,51.90,
2007,34,52,0.01,0.00,null,1149.00,2.70,84.00,4.00,null,4.00,0.90,null,null,7.30,7.10,null,null,51.50,
2006,337,51,0.01,0.00,null,7.00,2.20,83.00,26.00,null,26.00,0.90,null,null,7.40,7.20,null,null,51.50,
2005,334,50,0.01,0.00,null,0.00,19.80,82.00,35.00,null,35.00,0.90,null,null,7.50,7.30,null,null,51.60,
2004,341,49,0.01,0.00,null,12008.00,19.40,80.00,3.00,null,3.00,0.90,null,null,7.60,7.40,null,null,51.20,
2003,344,48,0.01,0.00,null,8257.00,19.00,78.00,4.00,null,4.00,0.90,null,null,7.70,7.50,null,null,51.10,
2002,348,47,0.01,0.00,null,9559.00,18.60,77.00,4.00,null,4.00,0.90,null,null,7.80,7.60,null,null,58.00,
2001,352,46,0.01,0.00,null,3571.00,18.20,75.00,33.00,null,33.00,0.80,null,null,7.90,7.70,null,null,57.00,
2000,355,45,0.01,0.00,null,3965.00,17.80,74.00,37.00,null,33.00,0.80,null,null,8.00,7.90,null,null,55.00,
2015,328,42,null,0.00,75.00,17.00,51.10,52.00,75.00,null,75.00,3.60,5769.77,5511976.68,4.40,5.30,0.67,13.00,62.90,
2014,347,42,7.38,922.05,8.00,66.00,5.30,52.00,77.00,8.80,77.00,3.70,6479.63,54146734.74,4.90,5.90,0.66,13.00,62.00,
2013,371,43,7.34,978.59,7.00,25.00,49.50,54.00,73.00,8.78,73.00,4.50,6876.95,53311955.61,5.40,6.50,0.65,12.80,69.00,
2012,48,43,7.38,1089.95,68.00,32.00,48.70,56.00,65.00,8.79,65.00,7.60,7548.16,5256515.80,6.00,7.30,0.64,12.80,59.20,
2011,413,43,7.38,123.75,76.00,92.00,47.90,58.00,69.00,8.61,69.00,8.50,849.95,51729345.36,6.60,8.00,0.64,12.80,58.90,
2010,428,43,7.28,1038.89,71.00,12499.00,47.20,62.00,72.00,8.50,72.00,11.00,7362.76,5979432.36,7.30,8.90,0.63,12.80,58.00,
2009,449,46,7.6,782.60,74.00,5857.00,46.40,70.00,75.00,8.39,76.00,19.00,5888.63,5255813.11,8.10,9.80,0.62,12.80,56.50,
2008,473,50,8.19,780.03,76.00,39.00,45.70,75.00,77.00,7.75,79.00,23.50,5786.60,49557573.30,8.90,1.70,0.62,12.90,55.30,
2007,486,51,8.48,805.49,83.00,31.00,45.00,79.00,79.00,7.53,82.00,26.40,6125.40,48883844.99,9.70,11.70,0.61,12.90,54.50,
2006,496,54,8.5,732.13,83.00,81.00,44.30,82.00,79.00,7.57,82.00,28.10,5631.73,4823384.48,1.60,12.80,0.61,12.90,54.00,
2005,498,55,8.69,709.32,79.00,615.00,43.60,84.00,75.00,7.77,79.00,29.50,5414.63,476667.24,11.60,13.90,0.61,12.90,53.80,
2004,497,55,6.96,622.04,76.00,830.00,42.90,83.00,73.00,7.93,74.00,29.70,4863.52,4717.99,12.60,15.00,0.61,12.90,53.70,
2003,485,55,6.93,519.16,71.00,244.00,42.20,82.00,7.00,8.26,69.00,28.90,3775.68,46418193.90,13.50,16.10,0.61,12.90,54.00,
2002,459,54,7.04,346.53,72.00,1043.00,41.60,79.00,7.00,8.90,7.00,26.60,2518.40,45855482.88,14.50,17.10,0.62,12.90,54.90,
2001,429,52,7.38,365.26,72.00,1166.00,4.90,76.00,71.00,8.31,71.00,24.00,2681.78,45312937.00,15.40,18.10,0.63,13.00,56.00,
2000,397,51,7.3,45.96,73.00,1459.00,4.10,73.00,71.00,8.70,73.00,21.30,337.23,44896856.00,16.30,19.10,0.64,13.00,57.30,
2015,332,26,null,0.00,31.00,878.00,null,39.00,41.00,null,31.00,3.40,758.73,11882136.00,null,null,0.42,4.90,57.30,
2014,343,26,null,46.07,null,441.00,null,39.00,44.00,2.74,39.00,3.50,1151.86,1153971.00,null,null,0.42,4.90,56.60,
2013,345,26,null,47.44,null,525.00,null,40.00,5.00,2.62,45.00,3.60,1186.11,1117749.00,null,null,0.42,4.90,56.40,
2012,347,26,null,38.34,null,1952.00,null,40.00,64.00,2.77,59.00,3.80,958.46,1818258.00,null,null,0.42,4.90,56.00,
2011,355,27,null,0.00,null,1256.00,null,41.00,66.00,null,61.00,3.90,176.97,1448857.00,null,null,0.43,4.90,55.40,
2010,359,27,null,0.00,null,0.00,null,41.00,null,null,null,4.00,1562.24,167192.00,null,null,0.00,0.00,55.00,
2009,369,27,null,0.00,null,0.00,null,42.00,null,null,null,4.20,1264.79,967667.00,null,null,0.00,0.00,54.30,
2008,377,27,null,0.00,null,0.00,null,42.00,null,null,null,4.20,1678.71,9263136.00,null,null,0.00,0.00,53.60,
2007,381,27,null,0.00,null,0.00,null,43.00,null,null,null,4.20,null,88568.00,null,null,0.00,0.00,53.10,
2006,383,28,null,0.00,null,0.00,null,43.00,null,null,null,4.10,null,8468152.00,null,null,0.00,0.00,52.50,
2005,383,28,null,0.00,null,0.00,null,44.00,null,null,null,3.90,null,818877.00,null,null,0.00,0.00,51.90,
2004,383,29,null,0.00,null,0.00,null,45.00,null,null,null,3.80,null,7787655.00,null,null,0.00,0.00,51.40,
2003,383,29,null,0.00,null,0.00,null,46.00,null,null,null,3.50,null,751642.00,null,null,0.00,0.00,58.00,
2002,382,30,null,0.00,null,0.00,null,48.00,null,null,null,3.30,null,7237276.00,null,null,0.00,0.00,52.00,
2001,381,30,null,0.00,null,0.00,null,49.00,null,null,null,3.00,null,6974442.00,null,null,0.00,0.00,49.60,
2000,38,31,null,0.00,null,0.00,null,50.00,null,null,null,2.70,null,67656.00,null,null,0.00,0.00,48.90,
2015,56,1,null,0.00,97.00,115.00,66.60,1.00,97.00,null,97.00,0.10,25683.85,46447697.00,0.60,0.50,0.88,17.70,82.80,
2014,58,1,0.01,42.99,96.00,154.00,66.00,1.00,97.00,9.30,97.00,0.10,296.47,4648882.00,0.60,0.50,0.88,17.60,82.60,
2013,6,1,9.25,423.68,95.00,131.00,65.40,2.00,96.00,9.10,96.00,0.10,2921.93,466245.00,0.60,0.50,0.87,17.50,82.40,
2012,61,1,9.35,4255.78,96.00,1204.00,64.80,2.00,97.00,9.39,97.00,0.10,28562.29,4677355.00,0.60,0.50,0.87,17.20,82.00,
2011,63,1,9.62,4873.82,97.00,3802.00,64.10,2.00,97.00,9.48,97.00,0.10,31834.22,46742697.00,0.60,0.50,0.87,16.90,82.10,
2010,64,1,9.78,578.74,97.00,302.00,63.50,2.00,97.00,9.56,97.00,0.10,3736.23,46576897.00,0.60,0.50,0.86,16.40,81.90,
2009,66,2,9.99,5047.25,96.00,41.00,62.90,2.00,96.00,9.52,96.00,0.10,32333.47,46362946.00,0.60,0.50,0.86,16.30,81.60,
2008,7,2,10.24,5596.54,97.00,297.00,62.30,2.00,97.00,8.80,97.00,0.10,35578.74,4595416.00,0.60,0.50,0.85,16.10,81.30,
2007,72,2,11.05,510.93,96.00,267.00,61.70,2.00,96.00,8.36,96.00,0.10,3279.41,4522683.00,0.60,0.50,0.85,16.00,89.00,
2006,73,2,11.86,4460.39,97.00,362.00,61.10,2.00,98.00,8.23,98.00,0.10,28482.69,44397319.00,0.60,0.50,0.84,15.90,88.00,
2005,77,2,11.92,405.45,96.00,22.00,6.50,2.00,96.00,8.12,96.00,0.10,2651.72,43653155.00,0.60,0.50,0.84,15.80,81.00,
2004,79,2,11.96,3715.37,97.00,26.00,59.90,2.00,97.00,8.50,97.00,0.10,24918.65,42921895.00,0.60,0.50,0.83,15.60,81.00,
2003,83,2,12.09,3205.02,81.00,256.00,59.30,2.00,99.00,7.99,98.00,0.10,21495.77,42187645.00,0.60,0.50,0.83,15.60,79.40,
2002,83,2,12.26,228.35,82.00,67.00,58.80,2.00,98.00,7.25,98.00,0.10,1719.54,41431558.00,0.60,0.50,0.83,15.70,79.50,
2001,84,2,9.86,2044.17,83.00,0.00,58.20,2.00,95.00,7.24,96.00,0.10,15323.61,485412.00,0.60,0.50,0.82,15.70,79.40,
2000,86,2,11.12,1934.40,77.00,152.00,57.60,2.00,95.00,7.21,95.00,0.10,14676.77,4567864.00,0.60,0.50,0.82,15.70,79.10,
2015,138,3,null,0.00,99.00,1568.00,23.40,3.00,99.00,null,99.00,0.10,3844.89,2966.00,15.10,15.00,0.76,14.00,74.90,
2014,141,3,2.37,42.73,99.00,1686.00,22.70,3.00,99.00,3.50,99.00,0.10,382.55,2771.00,15.20,15.00,0.76,14.00,74.70,
2013,142,3,2.56,41.62,99.00,2107.00,21.90,3.00,99.00,3.68,99.00,0.10,361.29,2585.00,15.20,15.10,0.76,13.80,74.60,
2012,143,3,2.8,20.77,99.00,51.00,21.20,4.00,99.00,3.21,99.00,0.10,335.52,2425.00,15.30,15.20,0.75,13.70,74.50,
2011,141,3,3.03,20.83,99.00,60.00,2.50,4.00,99.00,3.28,99.00,0.10,322.99,2271.00,15.30,15.30,0.75,13.60,74.50,
2010,138,3,2.31,191.73,99.00,79.00,19.80,4.00,99.00,3.43,99.00,0.10,2819.51,2119.00,15.30,15.30,0.74,13.50,74.50,
2009,183,4,2.05,13.39,97.00,21.00,19.20,4.00,97.00,3.37,97.00,0.10,216.68,19968.00,15.30,15.40,0.73,13.40,71.80,
2008,172,4,2.1,17.81,98.00,33.00,18.50,4.00,98.00,3.44,98.00,0.10,254.49,19817.00,15.40,15.40,0.73,13.30,72.30,
2007,146,4,2.29,127.64,98.00,44.00,17.90,5.00,98.00,3.76,98.00,0.10,1644.82,19668.00,15.40,15.50,0.72,13.20,73.70,
2006,145,4,1.96,120.25,98.00,0.00,17.20,5.00,98.00,4.60,98.00,0.10,1448.76,1952.00,15.40,15.50,0.72,13.10,73.80,
2005,138,4,1.97,97.77,99.00,3.00,16.60,5.00,99.00,4.60,99.00,0.10,1259.88,19373.00,15.40,15.50,0.71,12.90,74.20,
2004,197,6,1.56,15.35,62.00,35.00,16.10,10.00,97.00,4.28,97.00,0.10,174.67,19228.00,15.40,15.50,0.70,12.80,69.10,
2003,146,5,1.69,72.43,32.00,65.00,15.60,5.00,98.00,3.95,99.00,0.10,989.45,1983.00,15.40,15.50,0.70,12.70,73.90,
2002,149,5,1.62,59.64,null,139.00,15.10,5.00,98.00,3.89,98.00,0.10,873.15,18939.00,15.40,15.60,0.70,12.60,73.70,
2001,16,5,1.68,53.61,null,309.00,14.60,6.00,98.00,3.81,98.00,0.10,837.70,18797.00,15.40,15.60,0.69,12.50,72.70,
2000,175,5,1.45,60.49,null,16527.00,14.10,6.00,99.00,3.77,99.00,0.10,875.41,18655.00,15.30,15.50,0.68,12.40,71.50,
2015,225,58,null,0.00,93.00,3585.00,null,85.00,93.00,null,93.00,0.30,2513.88,3864783.00,null,null,0.49,7.20,64.10,
2014,229,59,0.01,253.61,94.00,676.00,null,86.00,94.00,8.43,94.00,0.30,2176.90,37737913.00,null,null,0.48,7.20,63.80,
2013,232,60,0.01,227.84,93.00,2813.00,null,88.00,93.00,8.42,93.00,0.30,1955.67,36849918.00,null,null,0.48,7.00,63.50,
2012,235,61,0.01,220.52,92.00,8523.00,null,89.00,92.00,8.20,92.00,0.30,1892.89,3599192.00,null,null,0.47,6.80,63.20,
2011,241,61,2.12,196.69,93.00,5616.00,null,91.00,93.00,8.30,93.00,0.30,1666.86,35167314.00,null,null,0.46,7.00,62.70,
2010,243,62,1.77,172.01,75.00,680.00,null,92.00,9.00,7.97,9.00,0.30,1476.48,34385963.00,null,null,0.46,7.00,62.50,
2009,248,63,1.99,17.05,72.00,68.00,null,94.00,81.00,8.40,81.00,0.30,1226.88,3365619.00,null,null,0.46,6.80,62.00,
2008,251,64,2.01,128.64,78.00,129.00,null,95.00,85.00,8.17,86.00,0.30,1291.53,32955496.00,null,null,0.44,6.30,61.80,
2007,254,65,2.01,86.13,78.00,327.00,null,97.00,84.00,4.72,84.00,0.30,1115.70,32282526.00,null,null,0.44,6.40,61.40,
2006,26,66,1.9,60.34,6.00,228.00,null,99.00,77.00,3.93,78.00,0.20,893.88,316764.00,null,null,0.43,6.20,61.00,
2005,261,66,1.55,37.59,22.00,1374.00,null,101.00,78.00,3.18,78.00,0.20,679.75,3911914.00,null,null,0.42,6.10,67.00,
2004,278,68,1.59,37.04,null,9562.00,null,102.00,74.00,3.39,74.00,0.20,565.57,3186341.00,null,null,0.41,5.70,59.70,
2003,278,69,1.74,35.35,null,4381.00,null,104.00,69.00,3.18,69.00,0.20,477.74,29435944.00,null,null,0.41,5.60,59.60,
2002,277,70,1.59,30.62,null,4529.00,null,106.00,6.00,2.95,6.00,0.20,412.15,28679565.00,null,null,0.40,5.60,59.40,
2001,283,71,1.81,28.88,null,4362.00,null,108.00,66.00,2.96,66.00,0.20,377.53,279455.00,null,null,0.40,5.60,58.90,
2000,284,71,1.76,30.86,null,2875.00,null,109.00,62.00,3.23,62.00,0.10,361.36,2725535.00,null,null,0.39,5.50,58.60,
2015,176,0,null,0.00,89.00,0.00,58.30,0.00,89.00,null,89.00,0.40,8818.98,55328.00,3.50,3.50,0.72,12.70,71.60,
2014,178,0,6.32,1132.43,85.00,0.00,57.70,0.00,85.00,5.69,85.00,0.40,9564.46,547928.00,3.50,3.50,0.72,12.70,71.40,
2013,179,0,6.02,1122.97,86.00,0.00,57.00,0.00,86.00,5.96,86.00,0.40,9484.57,54254.00,3.50,3.50,0.72,12.70,71.20,
2012,178,0,5.73,1168.32,84.00,0.00,56.30,0.00,84.00,6.90,84.00,0.90,9272.41,53777.00,3.50,3.40,0.71,12.70,71.30,
2011,187,0,5.64,989.13,86.00,0.00,55.50,0.00,86.00,5.93,86.00,0.10,8318.98,531589.00,3.50,3.40,0.70,12.50,76.00,
2010,19,0,5.26,99.08,86.00,0.00,54.80,0.00,96.00,5.81,96.00,0.50,833.31,52613.00,3.50,3.40,0.70,12.30,73.00,
2009,196,0,5.13,885.07,87.00,0.00,54.10,0.00,85.00,6.14,87.00,0.60,7443.85,52619.00,3.50,3.40,0.70,12.10,70.00,
2008,196,0,4.94,815.44,84.00,0.00,53.30,0.00,85.00,5.92,85.00,1.20,6858.16,515148.00,3.50,3.40,0.69,11.90,69.80,
2007,22,0,4.72,685.03,84.00,0.00,52.60,0.00,84.00,5.92,84.00,0.80,5761.40,5975.00,3.50,3.40,0.68,11.70,69.50,
2006,199,0,4.52,72.80,84.00,0.00,51.80,0.00,84.00,6.22,84.00,0.60,527.92,5437.00,3.50,3.40,0.68,11.50,69.30,
2005,25,0,4.47,418.92,83.00,0.00,51.10,0.00,84.00,6.78,83.00,0.60,3595.89,498946.00,3.50,3.40,0.67,11.30,68.90,
2004,214,0,4.55,4.23,null,0.00,5.40,0.00,84.00,6.88,85.00,0.90,36.49,49363.00,3.50,3.50,0.00,11.10,68.30,
2003,223,0,4.53,32.37,null,0.00,49.70,0.00,74.00,6.62,75.00,1.00,263.14,488332.00,3.50,3.50,0.00,10.90,68.00,
2002,221,0,4.41,250.71,null,0.00,49.00,0.00,74.00,7.14,73.00,1.60,2232.51,48344.00,3.50,3.50,0.00,11.00,67.90,
2001,219,0,4.23,191.21,null,0.00,48.30,0.00,65.00,8.38,68.00,1.80,1598.78,47774.00,3.60,3.50,0.00,11.00,67.70,
2000,224,0,4.29,268.18,null,0.00,47.60,0.00,7.00,9.65,71.00,0.40,1888.62,47239.00,3.60,3.60,0.00,11.10,67.40,
2015,373,2,null,0.00,9.00,0.00,32.30,3.00,84.00,null,9.00,7.10,3136.93,131911.00,4.00,4.10,0.54,11.40,58.90,
2014,382,2,0.01,574.39,98.00,0.00,31.80,3.00,98.00,9.25,98.00,7.30,3464.35,129597.00,4.30,4.30,0.54,11.40,58.40,
2013,393,2,0.01,708.96,98.00,0.00,31.20,3.00,98.00,9.66,98.00,9.80,3598.76,1271456.00,4.50,4.60,0.54,11.40,57.60,
2012,412,2,0.01,720.23,95.00,0.00,3.70,3.00,92.00,8.76,95.00,12.20,3851.52,1248158.00,4.80,4.90,0.53,11.30,56.50,
2011,438,2,5.2,735.71,91.00,0.00,3.20,3.00,85.00,8.61,91.00,15.70,3934.27,1225258.00,5.10,5.20,0.53,11.20,55.00,
2010,459,2,4.93,56.94,89.00,313.00,29.70,4.00,89.00,8.47,89.00,21.60,369.24,122843.00,5.40,5.60,0.52,11.00,53.60,
2009,46,3,4.9,47.62,88.00,26.00,29.30,4.00,89.00,8.46,88.00,33.70,332.52,118675.00,5.80,5.90,0.52,10.80,52.60,
2008,477,3,4.87,413.01,9.00,1.00,28.90,4.00,89.00,8.19,88.00,40.20,2842.44,1158897.00,6.10,6.30,0.51,10.60,51.40,
2007,51,3,5.55,43.37,92.00,0.00,28.50,4.00,88.00,7.50,87.00,40.70,347.49,1138434.00,6.50,6.70,0.51,10.50,50.00,
2006,564,3,5.53,437.08,93.00,0.00,28.20,4.00,88.00,6.81,87.00,43.70,2937.37,112514.00,6.90,7.10,0.50,9.90,47.80,
2005,63,3,5.08,372.17,95.00,0.00,27.80,4.00,88.00,6.80,86.00,49.10,2873.86,115873.00,7.30,7.50,0.50,9.70,46.00,
2004,69,3,5.78,37.44,93.00,0.00,27.40,4.00,88.00,5.88,86.00,50.30,2529.63,19553.00,7.70,7.90,0.49,9.40,45.60,
2003,6,3,5.65,2.82,9.00,350.00,27.10,4.00,87.00,5.71,85.00,50.60,22.99,187392.00,8.20,8.40,0.49,9.10,45.90,
2002,587,3,5.52,131.04,88.00,37.00,26.70,4.00,87.00,5.16,85.00,49.90,1325.00,1893.00,8.60,8.80,0.50,9.20,46.40,
2001,568,3,6.72,143.62,86.00,49.00,26.30,4.00,87.00,5.11,84.00,48.80,1437.63,172927.00,9.00,9.20,0.51,9.30,47.10,
2000,536,3,7.19,25.22,83.00,10.00,25.90,4.00,87.00,5.26,84.00,46.40,1637.46,161468.00,9.40,9.60,0.52,9.40,48.40,
2015,53,0,null,0.00,67.00,22.00,59.50,0.00,98.00,null,98.00,0.10,5585.26,9799186.00,1.50,1.40,0.91,15.90,82.40,
2014,54,0,7.3,1142.21,67.00,26.00,59.00,0.00,98.00,11.93,98.00,0.10,5918.20,969611.00,1.50,1.30,0.91,15.80,82.30,
2013,57,0,7.3,1212.67,67.00,51.00,58.50,0.00,98.00,11.97,98.00,0.10,6283.25,96379.00,1.40,1.30,0.90,15.80,81.90,
2012,57,0,7.4,10947.02,53.00,30.00,58.10,0.00,98.00,11.80,98.00,0.10,57134.78,9519374.00,1.40,1.30,0.90,15.80,81.70,
2011,58,0,7.4,11477.67,42.00,26.00,57.70,0.00,98.00,11.70,98.00,0.10,59593.29,9449213.00,1.40,1.30,0.90,16.00,81.70,
2010,58,0,7.2,778.25,null,6.00,57.30,0.00,98.00,9.47,98.00,0.10,5276.26,9378126.00,1.30,1.30,0.90,15.80,81.50,
2009,62,0,7.3,682.11,null,3.00,56.90,0.00,98.00,9.94,98.00,0.10,4627.59,9298515.00,1.30,1.30,0.90,15.80,81.40,
2008,62,0,6.9,8105.59,null,25.00,56.50,0.00,98.00,9.23,98.00,0.10,55746.84,9219637.00,1.30,1.30,0.90,15.70,81.10,
2007,63,0,6.9,7593.39,null,1.00,56.10,0.00,98.00,8.92,98.00,0.10,53324.38,914892.00,1.30,1.30,0.90,15.80,89.00,
2006,64,0,6.5,6369.52,null,19.00,55.70,0.00,98.00,8.95,98.00,0.10,46256.47,9855.00,1.30,1.30,0.89,15.90,88.00,
2005,66,0,6.5,599.04,null,13.00,55.30,0.00,98.00,9.60,98.00,0.10,4385.35,929572.00,1.30,1.30,0.89,16.00,85.00,
2004,7,0,6.6,5793.36,null,5.00,54.90,0.00,99.00,9.90,99.00,0.10,42442.22,8993531.00,1.30,1.30,0.89,16.00,83.00,
2003,69,0,6.9,5067.41,null,3.00,54.40,0.00,99.00,9.31,99.00,0.10,36961.43,8958229.00,1.30,1.30,0.88,15.90,82.00,
2002,71,0,6.9,3998.10,null,9.00,53.90,0.00,99.00,9.23,99.00,0.10,29571.74,8924958.00,1.30,1.30,0.88,15.90,79.90,
2001,73,0,6.6,3554.55,null,5.00,53.40,0.00,99.00,8.86,99.00,0.10,26969.24,889596.00,1.30,1.30,0.88,15.90,79.80,
2000,73,0,6.2,3689.73,null,59.00,52.80,0.00,99.00,8.18,99.00,0.10,29283.55,887219.00,1.40,1.30,0.87,15.90,79.60,
2015,49,0,null,0.00,null,35.00,57.40,0.00,97.00,null,97.00,0.10,8989.84,8282396.00,0.40,0.30,0.94,16.00,83.40,
2014,51,0,9.61,19479.91,null,23.00,57.00,0.00,96.00,11.66,96.00,0.10,85814.59,8188649.00,0.40,0.30,0.94,15.90,83.20,
2013,52,0,9.73,19099.05,null,175.00,56.60,0.00,96.00,11.71,96.00,0.10,84658.89,889346.00,0.40,0.30,0.93,15.80,83.00,
2012,54,0,9.86,18379.33,null,61.00,56.20,0.00,96.00,11.59,96.00,0.10,83164.39,7996861.00,0.50,0.30,0.93,15.70,82.70,
2011,55,0,9.99,18822.87,null,621.00,55.80,0.00,96.00,11.21,96.00,0.10,87998.44,7912398.00,0.50,0.30,0.93,15.60,82.60,
2010,57,0,10.01,2198.59,null,77.00,55.40,0.00,96.00,11.70,95.00,0.10,74276.72,782499.00,0.50,0.40,0.92,15.40,82.30,
2009,6,0,10.15,14714.83,null,958.00,55.00,0.00,96.00,11.00,95.00,0.10,69672.47,7743831.00,0.50,0.40,0.92,15.30,82.10,
2008,6,0,10.29,2084.26,null,2022.00,54.60,0.00,96.00,1.29,95.00,0.10,72119.57,7647675.00,0.50,0.40,0.91,15.30,82.00,
2007,63,0,10.44,11892.33,null,1015.00,54.10,0.00,94.00,1.21,94.00,0.10,63223.47,7551117.00,0.50,0.40,0.91,15.30,81.70,
2006,65,0,10.24,10598.08,null,0.00,53.70,0.00,94.00,1.39,94.00,0.10,57348.93,7483934.00,0.60,0.40,0.90,15.20,81.50,
2005,66,0,10.15,10055.35,null,60.00,53.20,0.00,94.00,1.86,94.00,0.10,54797.55,7437115.00,0.60,0.40,0.90,15.20,81.10,
2004,69,0,10.55,9495.54,null,39.00,52.80,0.00,95.00,1.96,93.00,0.10,53255.98,7389625.00,0.60,0.40,0.90,15.10,81.00,
2003,72,0,10.82,842.28,null,574.00,52.30,0.00,95.00,1.93,93.00,0.10,4796.56,73391.00,0.60,0.50,0.89,15.00,85.00,
2002,74,0,10.85,6853.63,null,0.00,51.80,0.00,95.00,1.61,93.00,0.10,41336.72,7284753.00,0.60,0.50,0.89,15.20,84.00,
2001,75,0,11.12,6478.35,null,700.00,51.30,0.00,95.00,1.28,93.00,0.10,38538.64,7229854.00,0.70,0.50,0.89,15.20,82.00,
2000,78,0,11.26,5834.58,null,0.00,5.80,0.00,95.00,9.91,93.00,0.10,37813.23,718425.00,0.70,0.50,0.88,15.10,79.70,
2015,293,6,null,0.00,41.00,45.00,57.10,8.00,5.00,null,41.00,0.10,null,18734987.00,6.30,6.10,0.55,9.00,64.50,
2014,294,7,0.01,0.00,47.00,594.00,56.20,8.00,52.00,3.25,43.00,0.10,null,19239.00,6.30,6.10,0.57,9.00,64.40,
2013,37,7,0.01,0.00,71.00,740.00,55.20,9.00,5.00,3.25,41.00,0.10,null,1989141.00,6.30,6.10,0.64,13.00,63.60,
2012,32,7,0.01,0.00,43.00,13.00,54.20,9.00,47.00,3.25,45.00,0.10,null,24271.00,6.30,6.10,0.65,12.50,62.80,
2011,163,7,0.76,0.00,66.00,13.00,53.20,8.00,6.00,3.23,72.00,0.10,null,2863993.00,6.30,6.10,0.65,12.00,71.70,
2010,127,7,0.78,0.00,84.00,26.00,52.30,9.00,83.00,3.28,8.00,0.10,null,2118834.00,6.40,6.10,0.65,11.70,73.70,
2009,124,7,0.81,0.00,84.00,22.00,51.30,9.00,83.00,3.55,8.00,0.10,null,2824893.00,6.40,6.20,0.65,11.80,73.80,
2008,122,8,0.8,0.00,83.00,19.00,5.40,9.00,83.00,3.40,79.00,0.10,null,2325443.00,6.40,6.20,0.65,11.60,73.80,
2007,121,8,0.83,17.98,83.00,403.00,49.40,9.00,83.00,3.72,8.00,0.10,258.35,1963286.00,6.40,6.20,0.64,11.50,73.80,
2006,123,8,0.97,122.65,83.00,517.00,48.50,10.00,83.00,3.78,8.00,0.10,1762.25,18914977.00,6.40,6.30,0.64,11.40,73.70,
2005,127,9,0.92,116.26,83.00,375.00,47.60,10.00,83.00,4.11,8.00,0.10,1577.46,18294611.00,6.50,6.30,0.62,11.00,73.50,
2004,131,9,0.93,10.21,82.00,189.00,46.80,10.00,84.00,4.48,81.00,0.10,148.85,1786638.00,6.50,6.30,0.61,10.60,73.20,
