Ship_Mode,Ship_Date,Order_ID
First Class,2026-08-07,US-2026-132738
Standard Class,2026-08-09,US-2026-128328
Standard Class,2026-08-09,US-2026-128328
First Class,2026-08-08,US-2026-117695
First Class,2026-08-08,US-2026-154676
Standard Class,2026-08-09,US-2026-128328
Second Class,2026-08-10,US-2026-161200
Second Class,2026-08-10,US-2026-161200
Standard Class,2026-08-12,US-2026-151981
Standard Class,2026-08-12,US-2026-151981
Standard Class,2026-08-11,US-2026-136609
Standard Class,2026-08-10,US-2026-168172
Standard Class,2026-08-12,US-2026-151981
Standard Class,2026-08-11,US-2026-156776
Standard Class,2026-08-11,US-2026-156776
Standard Class,2026-08-11,US-2026-156776
Standard Class,2026-08-12,US-2026-117023
Standard Class,2026-08-12,US-2026-117023
Standard Class,2026-08-11,US-2026-156776
Standard Class,2026-08-13,US-2026-155999
Standard Class,2026-08-11,US-2026-156776
Standard Class,2026-08-12,US-2026-115175
Standard Class,2026-08-11,US-2026-156776
First Class,2026-08-08,US-2026-110821
First Class,2026-08-08,US-2026-110821
Standard Class,2026-08-11,US-2026-158344
Second Class,2026-08-11,US-2026-163321
Standard Class,2026-08-11,US-2026-156776
Standard Class,2026-08-13,US-2026-155999
Standard Class,2026-08-11,US-2026-156776
Second Class,2026-08-10,CA-2026-129322
Second Class,2026-08-10,CA-2026-129322
Second Class,2026-08-10,CA-2026-129322
Standard Class,2026-08-15,US-2026-143063
Standard Class,2026-08-15,US-2026-143063
Second Class,2026-08-15,US-2026-145443
Standard Class,2026-08-15,US-2026-143063
First Class,2026-08-13,US-2026-139311
Second Class,2026-08-13,US-2026-160899
First Class,2026-08-13,US-2026-139311
First Class,2026-08-13,US-2026-139311
Standard Class,2026-08-16,US-2026-100433
First Class,2026-08-13,US-2026-139311
Same Day,2026-08-12,US-2026-118941
First Class,2026-08-15,US-2026-158169
First Class,2026-08-15,US-2026-158169
Same Day,2026-08-12,US-2026-118941
Same Day,2026-08-12,US-2026-118941
Standard Class,2026-08-19,US-2026-152310
Standard Class,2026-08-17,US-2026-106537
Standard Class,2026-08-19,US-2026-152310
Standard Class,2026-08-19,US-2026-152310
Standard Class,2026-08-19,US-2026-152310
Standard Class,2026-08-19,US-2026-152310
Standard Class,2026-08-19,US-2026-152310
Standard Class,2026-08-18,US-2026-128363
Standard Class,2026-08-18,US-2026-128363
Standard Class,2026-08-18,US-2026-128363
Same Day,2026-08-13,US-2026-103828
Same Day,2026-08-13,US-2026-103828
Standard Class,2026-08-20,US-2026-100580
Standard Class,2026-08-18,US-2026-128363
Standard Class,2026-08-18,US-2026-128363
Standard Class,2026-08-18,US-2026-128363
Standard Class,2026-08-20,US-2026-167542
Same Day,2026-08-13,US-2026-103828
Same Day,2026-08-13,US-2026-103828
Standard Class,2026-08-18,US-2026-128363
Standard Class,2026-08-21,US-2026-105921
Second Class,2026-08-16,US-2026-169264
Second Class,2026-08-16,US-2026-169264
Standard Class,2026-08-21,US-2026-138548
Standard Class,2026-08-19,US-2026-144883
Second Class,2026-08-18,US-2026-117723
Same Day,2026-08-16,US-2026-122987
Same Day,2026-08-16,US-2026-122987
Standard Class,2026-08-24,US-2026-133102
Second Class,2026-08-22,US-2026-118892
First Class,2026-08-19,US-2026-111423
Standard Class,2026-08-24,US-2026-133102
Standard Class,2026-08-24,US-2026-166093
Standard Class,2026-08-24,US-2026-133102
Standard Class,2026-08-24,US-2026-133102
Standard Class,2026-08-24,US-2026-166093
Standard Class,2026-08-23,US-2026-151211
First Class,2026-08-19,US-2026-111423
Standard Class,2026-08-24,US-2026-166093
Standard Class,2026-08-24,US-2026-166093
Standard Class,2026-08-24,US-2026-166093
Standard Class,2026-08-24,US-2026-166093
Standard Class,2026-08-24,US-2026-133102
Standard Class,2026-08-23,US-2026-151211
Standard Class,2026-08-24,US-2026-166093
Second Class,2026-08-23,US-2026-117947
Second Class,2026-08-23,US-2026-117947
Standard Class,2026-08-25,US-2026-119809
Second Class,2026-08-23,US-2026-117947
Second Class,2026-08-21,US-2026-163069
Standard Class,2026-08-22,US-2026-112809
Standard Class,2026-08-22,US-2026-112809
Second Class,2026-08-23,US-2026-117947
Standard Class,2026-08-25,US-2026-119809
Standard Class,2026-08-25,US-2026-122028
Standard Class,2026-08-22,US-2026-151358
Standard Class,2026-08-22,US-2026-112809
Standard Class,2026-08-25,US-2026-119809
Standard Class,2026-08-22,US-2026-121027
Standard Class,2026-08-22,US-2026-121027
Standard Class,2026-08-22,US-2026-162936
Second Class,2026-08-23,US-2026-117947
Standard Class,2026-08-23,US-2026-100398
Standard Class,2026-08-23,US-2026-101728
Standard Class,2026-08-23,US-2026-132339
Standard Class,2026-08-24,US-2026-115777
Standard Class,2026-08-23,CA-2026-132339
Standard Class,2026-08-24,CA-2026-115777
Second Class,2026-08-22,US-2026-111241
Standard Class,2026-08-27,US-2026-105326
Same Day,2026-08-20,US-2026-137344
Standard Class,2026-08-25,US-2026-119011
Standard Class,2026-08-25,US-2026-119011
Standard Class,2026-08-25,US-2026-119011
Standard Class,2026-08-26,US-2026-114356
Second Class,2026-08-23,US-2026-155705
Second Class,2026-08-25,US-2026-121489
First Class,2026-08-22,US-2026-109253
Standard Class,2026-08-25,US-2026-117646
Standard Class,2026-08-27,US-2026-112956
Standard Class,2026-08-27,US-2026-112956
First Class,2026-08-22,US-2026-109253
First Class,2026-08-22,US-2026-109253
First Class,2026-08-22,US-2026-109253
First Class,2026-08-22,US-2026-109253
Standard Class,2026-08-28,US-2026-102183
Standard Class,2026-08-28,US-2026-102183
Standard Class,2026-08-28,US-2026-126956
Standard Class,2026-08-28,US-2026-126956
First Class,2026-08-22,US-2026-109253
Standard Class,2026-08-27,US-2026-112956
Standard Class,2026-08-25,US-2026-117646
Same Day,2026-08-21,US-2026-144750
Second Class,2026-08-25,US-2026-121489
Standard Class,2026-08-25,US-2026-117646
Standard Class,2026-08-28,US-2026-126956
Second Class,2026-08-25,US-2026-121489
First Class,2026-08-22,US-2026-109253
First Class,2026-08-23,US-2026-131037
First Class,2026-08-24,US-2026-132381
Second Class,2026-08-26,US-2026-129021
Second Class,2026-08-26,US-2026-129021
Second Class,2026-08-26,US-2026-129021
Second Class,2026-08-26,US-2026-129021
Second Class,2026-08-26,US-2026-129021
Second Class,2026-08-26,US-2026-139717
Standard Class,2026-08-29,US-2026-123043
Standard Class,2026-08-29,US-2026-123043
Second Class,2026-08-26,US-2026-139717
Standard Class,2026-08-29,US-2026-159793
Second Class,2026-08-28,US-2026-101210
Second Class,2026-08-28,US-2026-101210
Standard Class,2026-08-29,US-2026-114636
First Class,2026-08-27,US-2026-105697
Standard Class,2026-09-01,US-2026-157350
First Class,2026-08-27,US-2026-132584
Standard Class,2026-09-01,US-2026-128475
Second Class,2026-08-29,US-2026-161956
Second Class,2026-08-29,US-2026-161956
Standard Class,2026-08-31,US-2026-163097
Standard Class,2026-09-01,US-2026-134481
Second Class,2026-08-30,US-2026-101273
Second Class,2026-08-29,US-2026-161956
First Class,2026-08-30,US-2026-155047
Second Class,2026-08-29,US-2026-161956
First Class,2026-08-30,US-2026-139465
First Class,2026-08-30,US-2026-162208
Same Day,2026-08-27,US-2026-130036
Second Class,2026-08-29,US-2026-161956
Standard Class,2026-09-01,US-2026-133501
Second Class,2026-08-29,US-2026-161956
First Class,2026-08-30,US-2026-139465
Second Class,2026-08-29,US-2026-161956
Same Day,2026-08-27,US-2026-130036
Second Class,2026-08-29,US-2026-161956
First Class,2026-08-30,US-2026-139465
Standard Class,2026-09-03,US-2026-126067
Standard Class,2026-09-01,US-2026-169502
Standard Class,2026-09-03,US-2026-126067
Standard Class,2026-09-03,US-2026-126067
Standard Class,2026-09-01,US-2026-146920
Standard Class,2026-09-01,US-2026-146920
Standard Class,2026-09-01,US-2026-169502
Standard Class,2026-09-03,US-2026-126067
Standard Class,2026-09-04,US-2026-101014
Second Class,2026-09-03,US-2026-104024
First Class,2026-09-01,US-2026-144064
First Class,2026-09-01,US-2026-144064
First Class,2026-09-01,US-2026-144064
Second Class,2026-09-02,US-2026-154074
Standard Class,2026-09-05,US-2026-133004
Standard Class,2026-09-04,US-2026-107321
Standard Class,2026-09-05,US-2026-159884
Second Class,2026-09-04,US-2026-135062
Standard Class,2026-09-05,US-2026-159884
Standard Class,2026-09-05,US-2026-132619
Second Class,2026-09-02,US-2026-154074
Standard Class,2026-09-05,US-2026-127712
Standard Class,2026-09-05,US-2026-117198
Standard Class,2026-09-04,US-2026-107321
Same Day,2026-09-01,US-2026-145653
Second Class,2026-09-05,US-2026-131625
Same Day,2026-09-01,US-2026-128041
Same Day,2026-09-01,US-2026-128041
Standard Class,2026-09-07,US-2026-135230
Standard Class,2026-09-06,US-2026-107909
Standard Class,2026-09-06,US-2026-107909
Same Day,2026-09-02,US-2026-111388
Standard Class,2026-09-06,US-2026-157987
Standard Class,2026-09-06,US-2026-157987
Standard Class,2026-09-08,US-2026-114552
Second Class,2026-09-04,US-2026-169327
Standard Class,2026-09-06,US-2026-157987
Standard Class,2026-09-06,US-2026-163657
Standard Class,2026-09-06,US-2026-157987
Second Class,2026-09-04,US-2026-169327
Standard Class,2026-09-08,US-2026-111220
Standard Class,2026-09-07,US-2026-110380
Standard Class,2026-09-06,US-2026-157987
Standard Class,2026-09-08,US-2026-123001
Standard Class,2026-09-06,US-2026-157987
Standard Class,2026-09-06,US-2026-163657
Standard Class,2026-09-06,US-2026-146983
Second Class,2026-09-04,US-2026-169327
Standard Class,2026-09-06,US-2026-157987
Standard Class,2026-09-08,US-2026-111220
Standard Class,2026-09-06,US-2026-157987
Second Class,2026-09-04,US-2026-102218
Standard Class,2026-09-08,US-2026-123001
Second Class,2026-09-07,US-2026-145037
Standard Class,2026-09-06,US-2026-114216
Second Class,2026-09-07,US-2026-145037
Standard Class,2026-09-06,US-2026-157987
Second Class,2026-09-07,US-2026-145037
Standard Class,2026-09-07,US-2026-137596
Standard Class,2026-09-08,US-2026-111220
Standard Class,2026-09-06,US-2026-157987
Standard Class,2026-09-06,US-2026-157987
Standard Class,2026-09-06,US-2026-113075
Standard Class,2026-09-07,US-2026-137596
Standard Class,2026-09-07,US-2026-137596
Standard Class,2026-09-08,US-2026-123001
Standard Class,2026-09-06,US-2026-157987
Second Class,2026-09-07,US-2026-153255
Second Class,2026-09-06,US-2026-161067
Second Class,2026-09-06,US-2026-161067
Standard Class,2026-09-08,US-2026-161557
Standard Class,2026-09-08,US-2026-161823
Second Class,2026-09-06,US-2026-161067
Standard Class,2026-09-08,US-2026-123022
Second Class,2026-09-08,US-2026-122637
Standard Class,2026-09-07,US-2026-146136
Second Class,2026-09-06,US-2026-161067
Standard Class,2026-09-07,US-2026-167626
Standard Class,2026-09-08,US-2026-123022
Standard Class,2026-09-07,US-2026-167626
First Class,2026-09-06,US-2026-140326
Standard Class,2026-09-08,US-2026-117450
Second Class,2026-09-08,US-2026-102750
Second Class,2026-09-06,US-2026-116680
Second Class,2026-09-08,US-2026-100783
First Class,2026-09-06,US-2026-140326
Standard Class,2026-09-08,US-2026-152485
Second Class,2026-09-09,US-2026-109757
Standard Class,2026-09-08,US-2026-152485
Second Class,2026-09-09,US-2026-109757
Standard Class,2026-09-08,US-2026-137582
First Class,2026-09-05,US-2026-147655
Second Class,2026-09-09,US-2026-109757
Second Class,2026-09-06,US-2026-116680
Standard Class,2026-09-08,US-2026-141929
Second Class,2026-09-06,US-2026-166394
Second Class,2026-09-09,US-2026-109757
Standard Class,2026-09-08,US-2026-117450
First Class,2026-09-05,US-2026-101182
First Class,2026-09-06,US-2026-140326
Standard Class,2026-09-10,US-2026-117261
Standard Class,2026-09-08,US-2026-141929
Standard Class,2026-09-08,US-2026-147410
Standard Class,2026-09-08,US-2026-152485
Standard Class,2026-09-08,US-2026-120761
Standard Class,2026-09-10,US-2026-117394
Standard Class,2026-09-08,US-2026-141929
First Class,2026-09-05,US-2026-101182
Standard Class,2026-09-09,US-2026-102736
First Class,2026-09-06,US-2026-107293
Standard Class,2026-09-09,US-2026-102736
Standard Class,2026-09-11,US-2026-120705
Standard Class,2026-09-09,US-2026-102736
Standard Class,2026-09-12,US-2026-150070
Standard Class,2026-09-11,US-2026-129441
First Class,2026-09-08,US-2026-151008
Standard Class,2026-09-11,US-2026-107244
Same Day,2026-09-07,US-2026-128783
First Class,2026-09-10,US-2026-130687
Standard Class,2026-09-12,US-2026-128769
First Class,2026-09-10,US-2026-130687
First Class,2026-09-09,US-2026-163692
Standard Class,2026-09-14,US-2026-103877
Standard Class,2026-09-11,US-2026-100160
Standard Class,2026-09-11,US-2026-100160
First Class,2026-09-09,US-2026-169488
Standard Class,2026-09-13,US-2026-100335
First Class,2026-09-09,US-2026-169488
Standard Class,2026-09-11,US-2026-100160
Standard Class,2026-09-12,US-2026-124401
Standard Class,2026-09-11,US-2026-148929
Standard Class,2026-09-11,US-2026-104094
Same Day,2026-09-07,US-2026-128783
Standard Class,2026-09-12,US-2026-124401
First Class,2026-09-10,US-2026-130687
First Class,2026-09-08,US-2026-151008
First Class,2026-09-11,US-2026-124779
First Class,2026-09-11,US-2026-124779
Second Class,2026-09-13,US-2026-124968
First Class,2026-09-11,US-2026-124779
First Class,2026-09-11,US-2026-124779
First Class,2026-09-11,US-2026-124779
Second Class,2026-09-13,US-2026-132437
First Class,2026-09-09,US-2026-144456
Standard Class,2026-09-14,US-2026-158036
Second Class,2026-09-12,US-2026-126396
Second Class,2026-09-10,US-2026-152856
First Class,2026-09-11,US-2026-124779
First Class,2026-09-09,US-2026-144456
Standard Class,2026-09-12,US-2026-149895
Second Class,2026-09-14,US-2026-137498
Standard Class,2026-09-13,US-2026-118087
Standard Class,2026-09-14,US-2026-147228
Standard Class,2026-09-13,US-2026-169439
Standard Class,2026-09-13,US-2026-118087
Standard Class,2026-09-15,US-2026-168403
Standard Class,2026-09-13,US-2026-169439
Standard Class,2026-09-13,US-2026-118087
Second Class,2026-09-14,US-2026-137498
Standard Class,2026-09-13,US-2026-118087
First Class,2026-09-10,US-2026-152198
Standard Class,2026-09-13,US-2026-118087
First Class,2026-09-10,US-2026-152198
Standard Class,2026-09-15,US-2026-159562
Standard Class,2026-09-15,US-2026-139444
First Class,2026-09-10,US-2026-152198
Second Class,2026-09-14,US-2026-137498
Standard Class,2026-09-14,US-2026-147228
Standard Class,2026-09-13,US-2026-155929
Standard Class,2026-09-15,US-2026-168403
Standard Class,2026-09-14,US-2026-147228
Standard Class,2026-09-15,US-2026-147361
Standard Class,2026-09-15,US-2026-147361
Standard Class,2026-09-14,US-2026-100825
Standard Class,2026-09-14,US-2026-147228
Standard Class,2026-09-14,US-2026-146213
Standard Class,2026-09-13,US-2026-118087
Standard Class,2026-09-13,US-2026-118087
Standard Class,2026-09-13,US-2026-118087
Same Day,2026-09-10,US-2026-128370
Second Class,2026-09-15,US-2026-110905
Second Class,2026-09-15,US-2026-110905
First Class,2026-09-13,US-2026-126438
Second Class,2026-09-15,US-2026-110905
Standard Class,2026-09-15,US-2026-152093
Second Class,2026-09-15,US-2026-110905
Same Day,2026-09-10,US-2026-128370
Standard Class,2026-09-14,US-2026-159954
Second Class,2026-09-15,US-2026-110905
First Class,2026-09-13,US-2026-147403
Same Day,2026-09-10,US-2026-122280
Second Class,2026-09-15,US-2026-110905
Second Class,2026-09-15,US-2026-110905
Second Class,2026-09-15,US-2026-110905
Standard Class,2026-09-17,US-2026-123036
Standard Class,2026-09-17,US-2026-123036
Standard Class,2026-09-15,US-2026-120999
First Class,2026-09-13,CA-2026-126438
Same Day,2026-09-12,US-2026-149559
Same Day,2026-09-11,US-2026-142188
Same Day,2026-09-11,US-2026-144484
First Class,2026-09-12,US-2026-112774
Standard Class,2026-09-16,US-2026-160836
Standard Class,2026-09-15,US-2026-152898
Standard Class,2026-09-16,US-2026-160836
Second Class,2026-09-13,US-2026-127726
Same Day,2026-09-11,US-2026-144484
Same Day,2026-09-11,US-2026-142188
Same Day,2026-09-12,US-2026-149559
Second Class,2026-09-13,US-2026-117044
Second Class,2026-09-13,US-2026-127726
Same Day,2026-09-11,US-2026-142188
Second Class,2026-09-13,US-2026-166898
Same Day,2026-09-12,US-2026-149559
Standard Class,2026-09-15,US-2026-124898
Second Class,2026-09-13,US-2026-117044
Same Day,2026-09-11,US-2026-142188
Standard Class,2026-09-16,US-2026-160836
Same Day,2026-09-11,US-2026-142188
Second Class,2026-09-13,US-2026-166898
First Class,2026-09-15,US-2026-103611
First Class,2026-09-15,US-2026-140676
First Class,2026-09-15,US-2026-108749
First Class,2026-09-15,US-2026-108749
Second Class,2026-09-17,US-2026-109582
First Class,2026-09-15,US-2026-140676
First Class,2026-09-15,US-2026-140676
Standard Class,2026-09-19,US-2026-139493
First Class,2026-09-15,US-2026-156237
First Class,2026-09-16,US-2026-152975
First Class,2026-09-15,US-2026-156237
First Class,2026-09-17,US-2026-115882
Same Day,2026-09-14,US-2026-147725
First Class,2026-09-16,US-2026-152975
First Class,2026-09-15,US-2026-156237
First Class,2026-09-15,US-2026-156237
Second Class,2026-09-18,US-2026-157224
First Class,2026-09-17,US-2026-115882
Standard Class,2026-09-19,US-2026-108931
Standard Class,2026-09-19,US-2026-108931
Second Class,2026-09-17,US-2026-114440
First Class,2026-09-16,US-2026-152975
Standard Class,2026-09-19,US-2026-130302
First Class,2026-09-15,US-2026-156237
First Class,2026-09-15,US-2026-156237
First Class,2026-09-16,US-2026-152975
Second Class,2026-09-17,US-2026-121888
Standard Class,2026-09-19,US-2026-116652
Standard Class,2026-09-21,US-2026-163300
Standard Class,2026-09-19,US-2026-124205
Standard Class,2026-09-19,US-2026-163020
Standard Class,2026-09-19,US-2026-116652
Standard Class,2026-09-19,US-2026-124205
Second Class,2026-09-17,US-2026-127096
Standard Class,2026-09-19,US-2026-116652
Standard Class,2026-09-19,US-2026-116652
Standard Class,2026-09-19,US-2026-146185
Second Class,2026-09-17,US-2026-121888
Standard Class,2026-09-20,US-2026-134418
Second Class,2026-09-17,US-2026-121888
Second Class,2026-09-17,US-2026-165008
Standard Class,2026-09-21,US-2026-163300
Standard Class,2026-09-19,US-2026-116652
Standard Class,2026-09-20,US-2026-145737
Standard Class,2026-09-19,US-2026-130043
Standard Class,2026-09-19,US-2026-124205
Standard Class,2026-09-21,US-2026-139822
Standard Class,2026-09-21,US-2026-139822
Second Class,2026-09-17,US-2026-121888
Standard Class,2026-09-21,US-2026-163300
Standard Class,2026-09-19,US-2026-124205
First Class,2026-09-17,US-2026-132353
First Class,2026-09-18,US-2026-136448
First Class,2026-09-17,US-2026-118136
First Class,2026-09-18,US-2026-136448
First Class,2026-09-18,US-2026-136448
Standard Class,2026-09-20,US-2026-144113
Standard Class,2026-09-20,US-2026-130715
First Class,2026-09-17,US-2026-118136
Second Class,2026-09-18,US-2026-112984
Standard Class,2026-09-21,US-2026-134173
First Class,2026-09-18,US-2026-136448
Second Class,2026-09-18,US-2026-141446
First Class,2026-09-18,US-2026-136448
Standard Class,2026-09-20,US-2026-144113
Second Class,2026-09-21,US-2026-112515
Second Class,2026-09-22,US-2026-157931
Second Class,2026-09-22,US-2026-105669
Second Class,2026-09-22,US-2026-105669
Second Class,2026-09-21,US-2026-112515
Second Class,2026-09-22,US-2026-105669
Second Class,2026-09-21,US-2026-112515
Second Class,2026-09-21,US-2026-112515
Second Class,2026-09-21,US-2026-112515
Second Class,2026-09-21,US-2026-112515
Second Class,2026-09-22,US-2026-157931
Same Day,2026-09-17,US-2026-137470
Standard Class,2026-09-23,US-2026-126928
Second Class,2026-09-21,US-2026-112515
First Class,2026-09-20,US-2026-142293
Standard Class,2026-09-23,US-2026-126928
Second Class,2026-09-22,US-2026-105669
Standard Class,2026-09-25,US-2026-148068
Standard Class,2026-09-22,US-2026-164756
First Class,2026-09-20,US-2026-131016
Standard Class,2026-09-22,US-2026-164756
Standard Class,2026-09-23,US-2026-106180
Standard Class,2026-09-22,US-2026-166856
First Class,2026-09-21,US-2026-140508
Standard Class,2026-09-23,US-2026-106180
Standard Class,2026-09-22,US-2026-164756
Standard Class,2026-09-25,US-2026-148068
Standard Class,2026-09-22,US-2026-133333
Standard Class,2026-09-22,US-2026-164756
Standard Class,2026-09-22,US-2026-164756
Second Class,2026-09-23,US-2026-134439
Standard Class,2026-09-23,US-2026-106180
First Class,2026-09-20,US-2026-131016
Standard Class,2026-09-22,US-2026-164756
Standard Class,2026-09-22,US-2026-166856
Standard Class,2026-09-22,US-2026-164756
Standard Class,2026-09-22,US-2026-164756
Standard Class,2026-09-25,US-2026-143378
Standard Class,2026-09-25,US-2026-143378
Standard Class,2026-09-24,US-2026-102974
Standard Class,2026-09-25,US-2026-143378
Standard Class,2026-09-23,US-2026-139787
Standard Class,2026-09-24,US-2026-102974
Same Day,2026-09-19,US-2026-160801
Standard Class,2026-09-25,US-2026-153822
Standard Class,2026-09-24,US-2026-148866
Standard Class,2026-09-25,US-2026-153822
Standard Class,2026-09-23,US-2026-139619
Standard Class,2026-09-24,US-2026-102974
Standard Class,2026-09-25,US-2026-153822
Standard Class,2026-09-25,US-2026-143378
Standard Class,2026-09-25,US-2026-153822
Standard Class,2026-09-26,US-2026-100111
Standard Class,2026-09-26,US-2026-100111
Standard Class,2026-09-26,US-2026-100111
Standard Class,2026-09-26,US-2026-100111
Standard Class,2026-09-26,US-2026-100111
Standard Class,2026-09-26,US-2026-100111
Standard Class,2026-09-26,US-2026-100111
Standard Class,2026-09-26,US-2026-100111
Standard Class,2026-09-26,US-2026-100111
Standard Class,2026-09-26,US-2026-100111
Standard Class,2026-09-26,US-2026-100111
Standard Class,2026-09-26,US-2026-100111
Standard Class,2026-09-26,US-2026-100111
Standard Class,2026-09-26,US-2026-100111
First Class,2026-09-22,CA-2026-153738
Standard Class,2026-09-25,US-2026-123351
Standard Class,2026-09-26,US-2026-151428
Standard Class,2026-09-27,US-2026-146878
Standard Class,2026-09-25,US-2026-169817
Standard Class,2026-09-25,US-2026-133074
First Class,2026-09-23,US-2026-165155
First Class,2026-09-23,US-2026-132262
First Class,2026-09-23,US-2026-132262
Second Class,2026-09-24,US-2026-167381
Second Class,2026-09-24,US-2026-162789
Standard Class,2026-09-27,US-2026-161970
Standard Class,2026-09-27,US-2026-108245
Second Class,2026-09-26,US-2026-158379
Standard Class,2026-09-26,US-2026-166317
First Class,2026-09-23,US-2026-161053
Second Class,2026-09-25,US-2026-136000
Standard Class,2026-09-27,US-2026-108245
Second Class,2026-09-24,US-2026-167381
Standard Class,2026-09-28,US-2026-103226
Standard Class,2026-09-27,US-2026-161970
Standard Class,2026-09-26,US-2026-166317
Standard Class,2026-09-26,US-2026-102967
Standard Class,2026-09-28,US-2026-117009
Second Class,2026-09-26,US-2026-158379
Second Class,2026-09-24,US-2026-162789
Second Class,2026-09-26,US-2026-158379
Standard Class,2026-09-26,US-2026-166317
First Class,2026-09-23,US-2026-161053
Standard Class,2026-09-26,US-2026-166317
First Class,2026-09-24,US-2026-122196
Standard Class,2026-09-27,CA-2026-125724
Standard Class,2026-09-29,US-2026-132059
Standard Class,2026-09-29,US-2026-121853
Standard Class,2026-09-27,US-2026-121412
Standard Class,2026-09-28,US-2026-125647
Standard Class,2026-09-30,US-2026-123778
Second Class,2026-09-25,US-2026-132521
Second Class,2026-09-25,US-2026-132521
Standard Class,2026-09-30,US-2026-123778
Standard Class,2026-09-29,US-2026-121853
First Class,2026-09-26,US-2026-138422
First Class,2026-09-25,US-2026-103520
Second Class,2026-09-25,US-2026-102309
First Class,2026-09-26,US-2026-121314
Standard Class,2026-09-29,US-2026-121853
Standard Class,2026-09-28,US-2026-125647
Second Class,2026-09-25,US-2026-132521
Second Class,2026-09-25,US-2026-102309
Standard Class,2026-09-29,US-2026-132059
Standard Class,2026-09-29,US-2026-117485
Standard Class,2026-09-28,US-2026-125647
Standard Class,2026-09-28,US-2026-142034
First Class,2026-09-26,US-2026-148411
Standard Class,2026-09-29,US-2026-108910
Same Day,2026-09-24,US-2026-142391
Standard Class,2026-09-28,US-2026-132675
Standard Class,2026-09-28,US-2026-132675
First Class,2026-09-27,US-2026-163335
Standard Class,2026-09-29,US-2026-134096
Standard Class,2026-09-28,US-2026-132675
Second Class,2026-09-26,US-2026-144694
Second Class,2026-09-28,US-2026-130148
First Class,2026-09-26,US-2026-148411
First Class,2026-09-27,US-2026-163335
Standard Class,2026-09-28,US-2026-132675
Second Class,2026-09-28,US-2026-130148
Standard Class,2026-09-28,US-2026-142034
Standard Class,2026-09-28,US-2026-142034
Second Class,2026-09-26,US-2026-144694
Standard Class,2026-09-29,US-2026-122364
Standard Class,2026-09-29,US-2026-134096
Same Day,2026-09-24,US-2026-160325
Standard Class,2026-09-29,US-2026-122364
Same Day,2026-09-24,US-2026-160325
Standard Class,2026-09-28,US-2026-121839
Standard Class,2026-09-28,US-2026-132675
Same Day,2026-09-24,CA-2026-160325
Same Day,2026-09-24,CA-2026-160325
Standard Class,2026-10-01,US-2026-144904
Standard Class,2026-09-29,US-2026-162481
Standard Class,2026-10-01,US-2026-144904
Second Class,2026-09-27,US-2026-162572
Standard Class,2026-10-01,US-2026-144904
Standard Class,2026-09-29,US-2026-162481
First Class,2026-09-28,US-2026-112004
Standard Class,2026-09-29,US-2026-122112
Standard Class,2026-10-01,US-2026-144904
Standard Class,2026-09-29,US-2026-116939
First Class,2026-09-28,US-2026-169929
First Class,2026-09-28,US-2026-112004
Second Class,2026-09-27,US-2026-162572
Standard Class,2026-09-30,US-2026-129490
Same Day,2026-09-26,US-2026-106145
First Class,2026-09-28,US-2026-156391
Same Day,2026-09-26,US-2026-106145
Same Day,2026-09-26,US-2026-106145
Same Day,2026-09-26,US-2026-106145
Same Day,2026-09-26,US-2026-106145
Second Class,2026-10-01,CA-2026-192314
Standard Class,2026-10-04,US-2026-101574
First Class,2026-10-01,US-2026-125717
First Class,2026-10-01,US-2026-125717
First Class,2026-10-01,US-2026-125717
Standard Class,2026-10-05,US-2026-152205
Standard Class,2026-10-02,US-2026-160017
First Class,2026-10-01,US-2026-125717
First Class,2026-10-01,US-2026-125717
Second Class,2026-09-30,US-2026-139955
First Class,2026-10-01,US-2026-125717
First Class,2026-10-02,US-2026-140186
Same Day,2026-09-29,US-2026-121300
Same Day,2026-09-29,US-2026-121300
First Class,2026-10-02,US-2026-140186
Same Day,2026-09-29,US-2026-121300
First Class,2026-10-02,US-2026-140186
First Class,2026-10-01,US-2026-141509
First Class,2026-10-02,US-2026-140186
Standard Class,2026-10-05,US-2026-100314
Standard Class,2026-10-05,US-2026-128335
First Class,2026-10-01,US-2026-126676
First Class,2026-10-02,US-2026-140186
Standard Class,2026-10-05,US-2026-100314
Same Day,2026-09-29,US-2026-121300
Same Day,2026-09-29,US-2026-121300
Standard Class,2026-10-05,US-2026-128335
Standard Class,2026-10-03,US-2026-148138
Standard Class,2026-10-04,US-2026-118402
Standard Class,2026-10-06,US-2026-137918
Same Day,2026-09-29,US-2026-121300
Standard Class,2026-10-05,US-2026-100314
First Class,2026-10-03,US-2026-147452
Standard Class,2026-10-06,US-2026-130603
First Class,2026-10-02,US-2026-120908
Second Class,2026-10-02,US-2026-144225
First Class,2026-10-03,US-2026-147452
First Class,2026-10-03,US-2026-147452
Second Class,2026-10-02,US-2026-123029
First Class,2026-10-02,US-2026-129378
Standard Class,2026-10-08,US-2026-156951
First Class,2026-10-02,US-2026-129378
Standard Class,2026-10-08,US-2026-152275
Standard Class,2026-10-08,US-2026-156951
First Class,2026-10-02,US-2026-129378
First Class,2026-10-02,US-2026-129378
Standard Class,2026-10-07,US-2026-117807
Standard Class,2026-10-08,US-2026-156951
Standard Class,2026-10-08,US-2026-156951
Standard Class,2026-10-06,US-2026-139577
First Class,2026-10-03,US-2026-113418
Standard Class,2026-10-08,US-2026-141117
